Time,RunCode,RPM,MDot,MDotSet,PIntake,TIntake,TLiner,PH2O,TH2OIn,TH2OOut,POil,TOilIn,TOilOut,PFuel,TFuelIn,TFuelOut,CRFuel,SumMode,MDot1,MDotSet1,MDot2,MDotSet2,MDot3,MDotSet3,MDot4,MDotSet4
151826,f,1195,16.521,47.400,167.7,57.13,92.43,153.6,94.63,92.31,247.0,99.44,89.06,1005.1,24.64,27.08,24.06,2,31.34,31.60,15.74,15.80,10.23,28.73,6.30,18.67
151827,f,1197,16.581,47.400,168.9,57.12,92.48,151.7,94.72,92.38,245.5,99.39,89.11,1012.6,24.45,26.94,24.05,2,31.32,31.60,15.74,15.80,10.29,28.73,6.29,18.67
151828,f,1201,16.735,47.400,169.9,56.93,92.47,155.0,94.95,92.41,248.3,99.38,88.86,1021.3,24.48,27.06,24.06,2,31.33,31.60,15.74,15.80,10.34,28.73,6.39,18.67
151829,f,1199,16.803,47.400,170.1,56.73,92.51,154.6,95.35,92.31,247.0,99.34,88.68,1027.6,24.32,27.25,24.02,2,31.35,31.60,15.74,15.80,10.37,28.73,6.44,18.67
151830,f,1201,16.950,47.400,171.1,56.88,92.44,156.7,95.54,92.20,246.2,99.43,88.67,1029.9,24.27,27.25,24.01,2,31.37,31.60,15.74,15.80,10.55,28.73,6.40,18.67
151831,f,1200,16.875,47.400,171.6,56.58,92.62,153.8,95.72,92.26,247.8,99.49,88.69,1029.4,24.41,27.06,24.07,2,31.36,31.60,15.74,15.80,10.48,28.73,6.40,18.67
151832,f,1201,17.276,47.400,172.0,56.49,92.61,151.9,95.89,92.43,247.1,99.48,88.56,1024.6,24.36,26.98,24.06,2,31.35,31.60,15.74,15.80,10.70,28.73,6.57,18.67
151833,f,1200,17.004,47.400,171.9,56.25,92.59,153.0,96.09,92.25,245.7,99.52,88.34,1018.3,24.26,27.06,24.02,2,31.36,31.60,15.74,15.80,10.57,28.73,6.44,18.67
151834,f,1199,17.246,47.400,172.0,56.03,92.67,153.9,96.05,92.27,246.6,99.38,88.30,1007.6,24.20,27.03,24.02,2,31.35,31.60,15.74,15.80,10.74,28.73,6.51,18.67
151836,f,1201,17.344,47.400,172.0,56.02,92.76,153.1,95.98,92.38,246.8,99.49,88.43,997.0,24.27,26.91,24.03,2,31.36,31.60,15.75,15.80,10.73,28.73,6.62,18.67
151837,f,1199,17.338,47.400,172.9,55.85,92.91,153.8,95.87,92.41,247.0,99.38,88.40,984.1,24.36,27.06,24.02,2,31.34,31.60,15.74,15.80,10.70,28.73,6.64,18.67
151838,f,1202,17.238,47.400,172.5,55.74,93.12,153.3,95.84,92.32,246.9,99.47,88.33,974.9,24.23,27.13,24.01,2,31.33,31.60,15.74,15.80,10.65,28.73,6.59,18.67
151839,f,1201,17.353,47.400,172.2,55.61,93.15,150.5,95.73,92.45,247.6,99.42,88.28,967.7,24.34,27.13,24.02,2,31.34,31.60,15.74,15.80,10.69,28.73,6.67,18.67
151840,f,1196,17.340,47.400,172.5,55.43,93.27,153.8,95.59,92.53,245.8,99.42,88.34,961.3,24.36,27.03,24.02,2,31.34,31.60,15.75,15.80,10.71,28.73,6.63,18.67
151841,f,1196,17.245,47.400,173.4,55.23,93.35,154.0,95.35,92.45,249.0,99.46,88.32,954.8,24.24,27.08,23.96,2,31.33,31.60,15.74,15.80,10.65,28.73,6.60,18.67
151842,f,1198,17.412,47.400,175.2,55.21,93.55,156.0,95.21,92.59,247.3,99.58,88.20,949.6,24.28,27.18,24.02,2,31.35,31.60,15.74,15.80,10.73,28.73,6.69,18.67
151843,f,1195,17.470,47.400,175.5,55.19,93.47,154.8,95.05,92.71,247.9,99.36,88.26,943.4,24.34,26.96,24.06,2,31.32,31.60,15.74,15.80,10.92,28.73,6.55,18.67
151844,f,1199,17.295,47.400,175.8,55.08,93.66,156.2,94.86,92.74,249.9,99.73,88.25,935.9,24.57,27.06,24.03,2,31.33,31.60,15.72,15.80,10.66,28.73,6.63,18.67
151845,f,1196,17.317,47.400,175.8,55.02,93.76,155.4,94.58,92.84,247.3,99.65,88.15,930.2,24.39,27.23,24.05,2,31.32,31.60,15.74,15.80,10.77,28.73,6.55,18.67
151846,f,1200,17.292,47.400,175.4,54.91,93.83,151.2,94.53,92.73,245.8,99.60,88.28,924.7,24.34,27.20,24.02,2,31.33,31.60,15.74,15.80,10.73,28.73,6.57,18.67
151847,f,1196,17.576,47.400,175.1,54.86,93.79,154.0,94.23,93.05,247.1,99.40,88.22,919.7,24.46,26.96,24.04,2,31.33,31.60,15.74,15.80,10.86,28.73,6.72,18.67
151848,f,1199,17.574,47.400,174.8,54.82,93.88,155.2,94.06,92.92,247.9,99.45,88.29,915.6,24.53,27.01,24.03,2,31.33,31.60,15.73,15.80,10.87,28.73,6.70,18.67
151849,f,1198,17.399,47.400,174.2,54.83,93.87,154.1,94.03,92.95,247.2,99.46,88.22,912.2,24.50,27.08,24.02,2,31.34,31.60,15.75,15.80,10.72,28.73,6.68,18.67
151850,f,1201,17.558,47.400,175.2,54.73,93.86,156.5,93.90,92.74,248.2,99.45,88.19,910.7,24.49,27.33,24.03,2,31.36,31.60,15.74,15.80,10.98,28.73,6.58,18.67
151851,f,1204,17.463,47.400,174.9,54.53,93.84,156.4,93.74,92.98,245.2,99.47,88.17,912.4,24.49,27.06,24.01,2,31.34,31.60,15.74,15.80,10.78,28.73,6.69,18.67
151852,f,1200,17.600,47.400,174.6,54.64,93.85,153.9,93.63,92.91,247.2,99.38,88.32,917.4,24.48,27.16,24.02,2,31.33,31.60,15.74,15.80,10.85,28.73,6.75,18.67
151853,f,1198,17.594,47.400,174.2,54.33,93.88,155.3,93.56,92.92,246.4,99.31,88.17,926.3,24.51,27.37,23.97,2,31.34,31.60,15.74,15.80,10.87,28.73,6.73,18.67
151854,f,1199,17.404,47.400,176.9,54.38,93.85,153.2,93.47,92.85,247.1,99.32,88.42,936.6,24.50,27.20,24.00,2,31.34,31.60,15.74,15.80,10.73,28.73,6.67,18.67
151855,f,1197,17.384,47.400,177.1,54.26,93.81,154.4,93.31,92.83,247.9,99.36,88.14,949.4,24.42,27.06,23.96,2,31.32,31.60,15.73,15.80,10.74,28.73,6.65,18.67
151856,f,1203,17.586,47.400,176.5,54.21,93.82,153.5,93.40,92.72,245.1,99.47,88.17,964.9,24.53,27.03,23.97,2,31.34,31.60,15.73,15.80,10.99,28.73,6.60,18.67
151857,f,1201,17.394,47.400,177.0,54.14,93.75,155.8,93.29,92.73,248.7,99.18,88.08,984.9,24.44,27.20,23.94,2,31.35,31.60,15.74,15.80,10.75,28.73,6.65,18.67
151858,f,1204,17.726,47.400,176.8,54.13,93.64,150.5,93.60,92.94,247.0,99.31,88.29,999.5,24.61,27.25,24.05,2,31.34,31.60,15.74,15.80,10.97,28.73,6.76,18.67
151859,f,1201,17.594,47.400,176.3,54.05,93.62,150.4,93.56,92.84,248.5,99.23,88.39,1013.6,24.53,27.06,23.99,2,31.32,31.60,15.73,15.80,10.99,28.73,6.60,18.67
151900,f,1204,17.731,47.400,175.5,54.12,93.55,154.2,93.81,92.53,248.7,99.14,88.24,1024.5,24.42,27.28,24.00,2,31.34,31.60,15.74,15.80,10.97,28.73,6.76,18.67
151901,f,1200,17.630,47.400,174.9,54.09,93.52,152.9,94.06,92.62,245.8,99.15,88.33,1031.9,24.53,27.23,24.01,2,31.34,31.60,15.74,15.80,10.90,28.73,6.73,18.67
151902,f,1199,17.599,47.400,175.0,54.13,93.46,157.6,94.38,92.74,247.5,99.23,88.37,1034.2,24.65,27.13,24.07,2,31.33,31.60,15.75,15.80,10.89,28.73,6.71,18.67
151904,f,1200,17.445,47.400,175.0,54.03,93.34,152.7,94.40,92.72,248.5,98.99,88.19,1033.4,24.63,27.16,23.95,2,31.33,31.60,15.74,15.80,10.78,28.73,6.67,18.67
151905,f,1200,17.385,47.400,177.1,54.05,93.48,155.2,94.74,92.66,246.1,99.15,88.25,1029.8,24.59,27.16,24.01,2,31.36,31.60,15.74,15.80,10.75,28.73,6.63,18.67
151906,f,1199,17.520,47.400,175.1,54.10,93.43,153.6,95.13,92.67,248.4,99.20,88.26,1017.9,24.66,27.18,24.04,2,31.35,31.60,15.74,15.80,10.79,28.73,6.73,18.67
151907,f,1202,17.372,47.400,177.9,54.07,93.56,154.1,95.38,92.64,249.0,98.97,88.25,1009.0,24.71,27.16,24.03,2,31.32,31.60,15.73,15.80,10.74,28.73,6.63,18.67
151908,f,1198,17.490,47.400,177.4,53.90,93.49,157.7,95.49,92.59,248.5,98.96,88.32,1000.5,24.81,27.28,23.98,2,31.31,31.60,15.73,15.80,10.88,28.73,6.61,18.67
151909,f,1200,17.678,47.400,176.9,54.01,93.50,152.5,95.80,92.52,248.6,98.99,88.25,992.9,24.65,27.20,23.99,2,31.34,31.60,15.74,15.80,10.99,28.73,6.69,18.67
151910,f,1196,17.644,47.400,176.4,53.91,93.60,151.8,96.10,92.48,246.0,98.95,88.25,985.2,24.71,27.20,24.03,2,31.35,31.60,15.74,15.80,10.99,28.73,6.66,18.67
151911,f,1199,17.718,47.400,175.7,53.86,93.73,154.8,96.13,92.71,247.0,98.88,88.24,977.7,24.70,26.98,23.98,2,31.35,31.60,15.74,15.80,10.95,28.73,6.76,18.67
151912,f,1200,17.630,47.400,176.6,53.75,93.86,152.2,96.00,92.54,246.6,98.99,88.39,968.1,24.69,27.03,23.99,2,31.33,31.60,15.73,15.80,11.00,28.73,6.63,18.67
151913,f,1200,17.504,47.400,175.7,53.84,93.87,154.3,96.03,92.59,249.0,99.02,88.22,961.8,24.56,27.20,23.98,2,31.35,31.60,15.74,15.80,10.81,28.73,6.70,18.67
151914,f,1200,17.671,47.400,175.8,53.83,93.90,151.6,95.94,92.54,249.2,98.87,88.25,955.2,24.55,27.33,23.97,2,31.34,31.60,15.74,15.80,10.91,28.73,6.76,18.67
151915,f,1200,17.751,47.400,175.0,53.73,94.08,152.6,95.86,92.72,248.3,98.97,88.29,948.2,24.73,27.03,24.01,2,31.32,31.60,15.74,15.80,10.97,28.73,6.78,18.67
151916,f,1199,17.444,47.400,177.1,53.82,94.19,154.2,95.55,92.55,247.8,98.80,88.22,942.9,24.71,27.13,23.96,2,31.33,31.60,15.73,15.80,10.78,28.73,6.67,18.67
151917,f,1198,17.689,47.400,177.9,53.80,94.39,155.0,95.39,92.69,244.5,98.84,88.28,937.4,24.68,27.13,23.98,2,31.34,31.60,15.74,15.80,11.01,28.73,6.68,18.67
151918,f,1201,17.612,47.400,177.3,53.65,94.36,153.9,95.20,92.94,246.9,98.69,88.23,932.0,24.67,27.18,23.97,2,31.32,31.60,15.74,15.80,10.96,28.73,6.65,18.67
151919,f,1203,17.588,47.400,177.4,53.63,94.46,153.0,94.88,92.92,248.7,98.85,88.19,924.8,24.67,27.13,23.95,2,31.33,31.60,15.74,15.80,10.87,28.73,6.72,18.67
151920,f,1203,17.445,47.400,177.2,53.67,94.66,152.9,94.82,92.94,250.2,98.97,88.47,920.7,24.63,27.18,24.01,2,31.32,31.60,15.74,15.80,10.74,28.73,6.70,18.67
151921,f,1205,17.342,47.400,177.0,53.76,94.59,153.9,94.73,93.03,247.7,99.08,88.26,916.9,24.58,27.33,23.98,2,31.33,31.60,15.74,15.80,10.72,28.73,6.62,18.67
151922,f,1205,17.313,47.400,177.1,53.61,94.58,154.0,94.48,93.14,247.3,98.77,88.35,912.0,24.69,26.98,24.01,2,31.33,31.60,15.73,15.80,10.71,28.73,6.60,18.67
151923,f,1206,17.405,47.400,176.9,53.61,94.76,155.6,94.46,92.96,249.7,98.71,88.35,909.9,24.71,27.11,23.97,2,31.33,31.60,15.74,15.80,10.74,28.73,6.66,18.67
151924,f,1205,17.471,47.400,176.8,53.63,94.80,152.8,94.24,93.12,249.7,98.71,88.37,910.6,24.72,27.20,23.97,2,31.34,31.60,15.75,15.80,10.85,28.73,6.62,18.67
151925,f,1207,17.354,47.400,176.8,53.70,94.81,154.8,94.09,93.07,248.0,98.72,88.22,913.0,24.64,27.33,23.96,2,31.34,31.60,15.74,15.80,10.71,28.73,6.64,18.67
151927,f,1206,17.368,47.400,177.7,53.58,94.83,152.8,94.07,93.19,249.1,98.82,88.24,920.7,24.64,27.30,23.98,2,31.33,31.60,15.74,15.80,10.75,28.73,6.61,18.67
151928,f,1202,17.510,47.400,177.1,53.66,94.85,153.7,93.85,93.27,247.5,98.80,88.40,930.7,24.74,27.28,24.00,2,31.34,31.60,15.73,15.80,10.89,28.73,6.62,18.67
151929,f,1201,17.752,47.400,176.7,53.66,94.85,154.2,93.71,93.17,245.9,98.82,88.28,943.6,24.68,27.33,23.98,2,31.36,31.60,15.74,15.80,11.03,28.73,6.72,18.67
151930,f,1203,17.773,47.400,175.9,53.70,94.79,152.5,93.67,93.19,246.6,98.94,88.36,955.3,24.70,27.18,24.00,2,31.36,31.60,15.73,15.80,10.99,28.73,6.79,18.67
151931,f,1200,17.795,47.400,175.5,53.64,94.75,153.6,93.47,93.19,248.4,98.90,88.32,969.8,24.75,27.13,23.98,2,31.32,31.60,15.73,15.80,11.00,28.73,6.79,18.67
151932,f,1197,17.439,47.400,176.2,53.68,94.69,152.5,93.45,93.13,249.6,98.86,88.30,984.0,24.58,27.42,23.96,2,31.36,31.60,15.74,15.80,10.81,28.73,6.63,18.67
151933,f,1198,17.474,47.400,175.0,53.69,94.58,151.2,93.30,93.14,247.7,98.63,88.29,1003.4,24.61,27.18,23.93,2,31.35,31.60,15.74,15.80,10.80,28.73,6.68,18.67
151934,f,1198,17.596,47.400,178.1,53.68,94.61,152.4,93.37,93.13,248.3,98.62,88.30,1016.7,24.79,27.37,24.00,2,31.36,31.60,15.74,15.80,10.86,28.73,6.73,18.67
151935,f,1196,17.552,47.400,177.8,53.78,94.39,155.5,93.51,93.13,246.9,98.60,88.34,1025.8,24.77,27.11,23.96,2,31.33,31.60,15.74,15.80,10.91,28.73,6.64,18.67
151936,f,1198,17.813,47.400,177.6,53.71,94.54,149.2,93.56,93.00,246.7,98.65,88.33,1032.9,24.74,27.35,23.93,2,31.32,31.60,15.74,15.80,11.08,28.73,6.74,18.67
151937,f,1198,17.776,47.400,177.5,53.78,94.61,152.6,93.83,93.05,248.8,98.70,88.38,1033.9,24.76,27.28,24.02,2,31.34,31.60,15.74,15.80,10.98,28.73,6.80,18.67
151938,f,1198,17.791,47.400,176.9,53.70,94.45,152.7,93.95,92.91,250.0,98.36,88.34,1032.7,24.75,27.06,23.98,2,31.33,31.60,15.74,15.80,11.07,28.73,6.72,18.67
151939,f,1199,17.827,47.400,175.9,53.65,94.40,151.7,94.16,92.96,249.6,98.31,88.29,1027.6,24.65,27.30,23.97,2,31.35,31.60,15.73,15.80,11.01,28.73,6.81,18.67
151940,f,1195,17.635,47.400,175.9,53.67,94.32,152.4,94.32,92.86,249.2,98.41,88.31,1015.1,24.74,27.16,23.97,2,31.34,31.60,15.75,15.80,10.89,28.73,6.74,18.67
151941,f,1193,17.561,47.400,179.1,53.73,94.24,155.9,94.70,92.86,247.7,98.53,88.33,1006.7,24.75,27.16,23.99,2,31.35,31.60,15.74,15.80,10.89,28.73,6.67,18.67
151942,f,1190,17.930,47.400,178.6,53.67,94.14,153.1,94.96,92.84,248.7,98.51,88.33,999.0,24.74,27.13,23.97,2,31.33,31.60,15.74,15.80,11.12,28.73,6.81,18.67
151943,f,1189,17.818,47.400,176.9,53.69,94.24,156.7,95.02,92.63,250.6,98.31,88.23,992.0,24.60,27.18,23.91,2,31.31,31.60,15.74,15.80,11.00,28.73,6.81,18.67
151944,f,1174,13.467,47.400,133.3,53.60,94.37,154.7,95.51,92.81,249.9,98.40,88.42,985.5,24.79,27.16,24.00,2,31.35,31.60,15.75,15.80,8.40,28.73,5.07,18.67
151945,f,1064,11.002,47.400,106.7,52.39,94.31,151.9,95.57,92.77,249.1,98.26,88.22,979.2,24.79,27.01,23.96,2,31.32,31.60,15.74,15.80,6.85,28.73,4.15,18.67
151946,f,815,10.550,47.400,102.5,51.53,94.37,152.0,95.89,92.77,249.9,98.30,88.34,971.4,24.71,27.13,23.94,2,31.33,31.60,15.73,15.80,6.59,28.73,3.96,18.67
151947,f,645,10.639,47.400,102.9,51.20,94.46,156.7,95.96,92.76,249.8,98.33,88.25,939.9,24.70,27.08,23.95,2,31.34,31.60,15.74,15.80,6.64,28.73,4.00,18.67
151948,f,507,10.675,47.400,102.8,50.94,94.42,153.6,96.14,92.84,247.3,98.19,88.27,851.7,24.80,27.11,23.93,2,31.33,31.60,15.73,15.80,6.66,28.73,4.01,18.67
151949,f,396,10.639,47.400,102.7,51.00,94.62,154.1,96.26,92.84,247.1,98.27,88.35,758.6,24.80,27.13,23.99,2,31.33,31.60,15.74,15.80,6.64,28.73,4.00,18.67
151950,f,304,10.637,47.400,102.5,50.97,94.69,152.7,96.19,92.99,252.3,98.32,88.42,662.3,24.71,27.11,23.96,2,31.32,31.60,15.74,15.80,6.64,28.73,4.00,18.67
151951,f,222,10.721,47.400,103.5,51.19,94.75,151.1,96.15,92.95,251.4,98.34,88.40,546.2,24.79,27.16,23.98,2,31.33,31.60,15.75,15.80,6.69,28.73,4.03,18.67
151952,f,162,10.636,47.400,102.6,51.55,94.75,150.6,96.01,93.11,244.7,98.34,88.36,404.4,24.83,27.08,24.02,2,31.35,31.60,15.74,15.80,6.64,28.73,4.00,18.67
151954,f,106,10.636,47.400,102.7,51.80,94.90,151.9,95.78,93.10,248.8,98.37,88.25,237.2,24.76,27.13,23.97,2,31.32,31.60,15.73,15.80,6.64,28.73,4.00,18.67

152616,g,191,10.415,47.200,101.4,51.20,91.85,153.1,95.04,91.87,247.7,99.69,91.63,881.0,23.97,26.84,23.44,2,31.20,31.47,15.67,15.73,6.49,28.61,3.93,18.59
152617,g,385,10.342,47.200,101.3,51.01,91.96,155.2,94.91,91.86,246.9,99.80,91.50,889.2,23.90,26.84,23.45,2,31.21,31.47,15.68,15.73,6.44,28.61,3.91,18.59
152618,g,598,10.392,47.200,101.3,50.75,91.78,153.9,94.65,91.94,247.8,99.88,91.42,895.6,24.00,26.67,23.41,2,31.18,31.47,15.68,15.73,6.47,28.61,3.92,18.59
152619,g,856,11.442,47.200,112.1,50.92,91.89,151.4,94.40,92.03,246.3,99.87,91.57,904.6,23.89,26.67,23.42,2,31.20,31.47,15.67,15.73,7.14,28.61,4.30,18.59
152620,g,1008,12.025,47.200,117.2,51.56,92.03,152.9,94.28,92.05,247.3,99.75,91.51,912.1,23.91,26.81,23.46,2,31.21,31.47,15.67,15.73,7.50,28.61,4.53,18.59
152621,g,1123,12.559,47.200,120.9,52.06,92.04,155.3,93.99,92.04,246.6,99.62,91.42,922.7,23.68,26.91,23.41,2,31.22,31.47,15.68,15.73,7.82,28.61,4.74,18.59
152622,g,1200,12.757,47.200,126.7,52.69,91.85,157.9,94.07,92.03,246.4,99.69,91.29,929.5,23.79,26.72,23.38,2,31.21,31.47,15.67,15.73,7.94,28.61,4.81,18.59
152623,g,1247,13.328,47.200,128.6,53.23,92.01,156.3,93.84,92.15,247.4,99.73,91.33,939.8,23.81,26.69,23.42,2,31.22,31.47,15.68,15.73,8.28,28.61,5.05,18.59
152624,g,1270,13.515,47.200,132.7,53.76,91.89,153.8,93.69,91.91,247.6,99.69,91.19,952.2,23.69,27.06,23.36,2,31.21,31.47,15.68,15.73,8.38,28.61,5.14,18.59
152626,g,1274,14.094,47.200,137.7,54.44,91.95,155.0,93.72,92.19,247.9,99.57,91.03,967.2,23.87,26.91,23.48,2,31.22,31.47,15.67,15.73,8.72,28.61,5.38,18.59
152627,g,1268,14.502,47.200,142.4,54.62,91.93,152.8,93.45,92.15,248.6,99.59,91.01,976.6,23.95,26.94,23.42,2,31.17,31.47,15.67,15.73,8.99,28.61,5.51,18.59
152628,g,1255,14.801,47.200,146.7,55.03,91.88,153.0,93.40,92.14,249.0,99.42,90.68,988.2,23.82,26.76,23.41,2,31.20,31.47,15.67,15.73,9.22,28.61,5.58,18.59
152629,g,1239,15.136,47.200,149.6,55.24,91.93,153.2,93.41,92.07,246.9,99.41,90.37,1000.8,23.85,26.84,23.42,2,31.23,31.47,15.67,15.73,9.42,28.61,5.71,18.59
152630,g,1224,15.351,47.200,151.4,55.45,91.90,151.7,93.30,92.14,246.8,99.48,90.16,1011.0,23.96,26.84,23.43,2,31.22,31.47,15.68,15.73,9.46,28.61,5.89,18.59
152631,g,1211,15.497,47.200,156.6,55.83,91.98,156.9,93.31,92.06,246.2,99.66,90.04,1021.9,23.88,26.76,23.45,2,31.20,31.47,15.68,15.73,9.60,28.61,5.90,18.59
152632,g,1201,15.833,47.200,157.8,55.98,91.84,154.7,93.28,91.90,249.5,99.56,89.74,1031.0,23.90,26.94,23.41,2,31.20,31.47,15.68,15.73,9.79,28.61,6.04,18.59
152633,g,1192,16.309,47.200,160.0,56.06,91.76,153.2,93.52,91.90,247.5,99.56,89.54,1036.8,23.86,26.76,23.41,2,31.20,31.47,15.67,15.73,10.10,28.61,6.21,18.59
152634,g,1184,16.216,47.200,163.7,56.18,91.82,154.3,93.59,91.98,246.3,99.46,89.18,1034.6,23.90,26.69,23.45,2,31.21,31.47,15.67,15.73,10.10,28.61,6.12,18.59
152635,g,1184,16.482,47.200,164.6,56.23,91.85,154.0,93.82,91.93,248.0,99.45,89.09,1031.6,24.01,26.81,23.42,2,31.19,31.47,15.67,15.73,10.26,28.61,6.22,18.59
152636,g,1185,16.568,47.200,165.0,56.33,91.79,154.7,94.04,91.97,247.5,99.39,89.03,1025.3,23.95,26.84,23.44,2,31.21,31.47,15.68,15.73,10.34,28.61,6.22,18.59
152637,g,1184,16.847,47.200,165.4,55.92,91.81,154.3,94.18,91.87,247.5,99.39,88.97,1014.6,23.95,26.76,23.44,2,31.20,31.47,15.68,15.73,10.44,28.61,6.41,18.59
152638,g,1188,16.844,47.200,166.0,56.13,91.89,155.1,94.32,91.93,248.8,99.39,88.67,1004.8,23.93,26.84,23.40,2,31.20,31.47,15.68,15.73,10.40,28.61,6.45,18.59
152639,g,1194,16.689,47.200,167.4,55.99,91.82,155.1,94.71,91.90,248.0,99.52,88.64,995.6,23.98,27.08,23.43,2,31.21,31.47,15.67,15.73,10.32,28.61,6.37,18.59
152640,g,1196,16.904,47.200,168.0,56.06,91.91,153.2,94.94,91.81,249.8,99.33,88.45,985.7,23.95,26.98,23.44,2,31.21,31.47,15.68,15.73,10.45,28.61,6.45,18.59
152641,g,1195,16.828,47.200,169.2,55.71,91.80,156.4,95.33,91.78,246.4,99.42,88.44,977.5,24.06,27.01,23.45,2,31.21,31.47,15.68,15.73,10.39,28.61,6.44,18.59
152642,g,1199,16.829,47.200,171.6,55.61,92.06,152.4,95.57,91.74,248.8,99.30,88.44,969.9,23.92,26.84,23.39,2,31.20,31.47,15.67,15.73,10.41,28.61,6.41,18.59
152643,g,1197,17.138,47.200,171.8,55.45,91.84,154.9,95.65,91.74,247.5,99.40,88.36,963.5,23.92,27.01,23.39,2,31.21,31.47,15.67,15.73,10.71,28.61,6.42,18.59
152644,g,1198,17.224,47.200,171.9,55.33,92.02,153.0,95.87,91.82,246.4,99.24,88.26,956.9,24.04,27.03,23.43,2,31.22,31.47,15.67,15.73,10.71,28.61,6.51,18.59
152645,g,1197,17.208,47.200,171.6,55.16,92.01,157.3,95.92,91.81,250.1,99.19,88.13,950.4,23.91,26.98,23.38,2,31.21,31.47,15.68,15.73,10.63,28.61,6.58,18.59
152647,g,1196,17.079,47.200,172.6,54.98,92.11,152.8,95.98,91.75,248.4,99.23,88.25,942.0,24.05,26.84,23.38,2,31.19,31.47,15.68,15.73,10.62,28.61,6.46,18.59
152647,g,1199,17.339,47.200,172.3,54.98,92.39,154.7,95.92,91.79,248.6,99.27,88.25,936.3,23.93,26.94,23.38,2,31.20,31.47,15.68,15.73,10.75,28.61,6.59,18.59
152648,g,1196,17.273,47.200,171.7,54.73,92.40,152.5,95.77,91.96,247.2,99.16,88.14,930.7,24.14,26.91,23.37,2,31.19,31.47,15.68,15.73,10.67,28.61,6.60,18.59
152649,g,1193,17.326,47.200,173.1,54.75,92.54,152.7,95.61,92.02,248.2,99.42,88.12,925.9,23.98,26.89,23.39,2,31.21,31.47,15.67,15.73,10.71,28.61,6.62,18.59
152650,g,1195,17.149,47.200,173.4,54.62,92.77,154.5,95.50,91.81,248.8,99.47,88.07,921.0,24.05,26.96,23.40,2,31.21,31.47,15.67,15.73,10.60,28.61,6.55,18.59
152652,g,1194,17.250,47.200,174.8,54.53,92.76,155.4,95.41,92.06,248.3,99.40,87.94,917.0,24.10,27.08,23.41,2,31.21,31.47,15.68,15.73,10.68,28.61,6.57,18.59
152653,g,1199,17.431,47.200,174.5,54.37,93.02,149.8,95.33,92.12,246.5,99.38,88.16,913.3,24.08,26.76,23.43,2,31.21,31.47,15.68,15.73,10.85,28.61,6.58,18.59
152654,g,1195,17.257,47.200,175.0,54.23,92.96,153.6,94.95,92.14,248.1,99.22,87.87,910.3,24.04,26.89,23.37,2,31.21,31.47,15.67,15.73,10.72,28.61,6.53,18.59
152655,g,1198,17.499,47.200,174.8,54.03,93.10,150.9,94.75,92.26,249.6,99.24,87.94,912.0,24.14,27.08,23.37,2,31.23,31.47,15.68,15.73,10.88,28.61,6.61,18.59
152656,g,1195,17.596,47.200,174.3,54.15,93.14,157.9,94.67,92.18,249.9,99.50,87.96,915.3,24.08,26.98,23.39,2,31.23,31.47,15.68,15.73,10.88,28.61,6.72,18.59
152657,g,1198,17.521,47.200,173.9,53.94,93.23,156.8,94.36,92.23,248.6,99.29,87.95,921.0,24.25,26.86,23.38,2,31.21,31.47,15.68,15.73,10.84,28.61,6.69,18.59
152658,g,1199,17.234,47.200,173.0,53.81,93.20,151.0,94.08,92.26,246.0,99.24,87.99,931.2,23.94,26.91,23.31,2,31.22,31.47,15.67,15.73,10.66,28.61,6.57,18.59
152659,g,1197,17.274,47.200,175.0,53.87,93.36,152.6,94.13,92.28,248.2,99.52,87.96,943.4,24.08,26.89,23.39,2,31.23,31.47,15.68,15.73,10.67,28.61,6.60,18.59
152700,g,1200,17.552,47.200,173.2,53.77,93.25,152.1,93.94,92.45,248.8,99.43,87.91,961.9,24.15,27.11,23.44,2,31.21,31.47,15.67,15.73,10.85,28.61,6.70,18.59
152701,g,1199,17.420,47.200,175.9,53.69,93.37,155.7,93.69,92.39,247.8,99.25,87.97,975.7,24.13,26.89,23.38,2,31.21,31.47,15.67,15.73,10.76,28.61,6.66,18.59
152702,g,1200,17.296,47.200,176.1,53.57,93.20,151.9,93.72,92.36,249.2,99.36,87.89,991.4,24.06,26.81,23.33,2,31.21,31.47,15.67,15.73,10.71,28.61,6.59,18.59
152703,g,1195,17.379,47.200,176.0,53.65,93.31,155.0,93.59,92.47,248.1,99.25,87.93,1006.8,24.27,27.06,23.40,2,31.21,31.47,15.68,15.73,10.80,28.61,6.58,18.59
152704,g,1196,17.341,47.200,175.5,53.47,93.13,153.2,93.49,92.47,247.0,99.33,87.94,1019.1,24.17,27.06,23.36,2,31.21,31.47,15.67,15.73,10.78,28.61,6.56,18.59
152705,g,1199,17.581,47.200,175.2,53.55,93.15,155.0,93.29,92.49,247.5,99.27,88.04,1028.5,24.19,26.96,23.36,2,31.19,31.47,15.66,15.73,10.94,28.61,6.64,18.59
152706,g,1197,17.536,47.200,174.2,53.45,93.17,152.7,93.15,92.37,248.5,99.23,88.05,1034.9,24.23,27.13,23.40,2,31.22,31.47,15.67,15.73,10.84,28.61,6.70,18.59
152707,g,1198,17.643,47.200,175.0,53.37,93.21,150.1,93.33,92.41,249.4,99.25,87.97,1035.5,24.23,27.03,23.44,2,31.22,31.47,15.68,15.73,10.96,28.61,6.68,18.59
