Time,RunCode,RPM,MDot,MDotSet,PIntake,TIntake,TLiner,PH2O,TH2OIn,TH2OOut,POil,TOilIn,TOilOut,PFuel,TFuelIn,TFuelOut,CRFuel,SumMode,MDot1,MDotSet1,MDot2,MDotSet2,MDot3,MDotSet3,MDot4,MDotSet4
140530,b,1184,16.077,47.700,161.8,53.83,91.05,152.6,92.95,90.89,255.5,96.20,83.66,991.1,21.40,24.79,20.49,2,31.54,31.80,15.84,15.90,9.94,28.91,6.13,18.79
140531,b,1179,16.266,47.700,163.3,53.81,90.83,152.8,92.73,90.97,254.2,96.30,83.64,1000.2,21.52,24.81,20.51,2,31.54,31.80,15.85,15.90,10.05,28.91,6.21,18.79
140532,b,1180,16.521,47.700,165.6,53.72,91.00,155.5,92.74,91.10,254.8,96.29,83.23,1015.8,21.55,24.71,20.52,2,31.54,31.80,15.84,15.90,10.27,28.91,6.25,18.79
140533,b,1184,16.750,47.700,166.3,53.78,91.04,152.7,92.36,91.02,255.0,96.11,83.03,1025.3,21.43,24.81,20.48,2,31.54,31.80,15.84,15.90,10.48,28.91,6.27,18.79
140534,b,1189,16.830,47.700,166.6,53.60,91.02,154.1,92.36,91.06,254.6,96.23,82.81,1030.4,21.49,24.81,20.50,2,31.58,31.80,15.84,15.90,10.51,28.91,6.31,18.79
140535,b,1193,17.047,47.700,167.4,53.50,90.96,151.9,92.40,91.02,255.8,96.19,82.59,1032.2,21.51,24.86,20.48,2,31.56,31.80,15.85,15.90,10.58,28.91,6.47,18.79
140536,b,1193,16.955,47.700,167.0,53.43,90.89,151.9,92.37,90.93,253.7,96.18,82.42,1030.9,21.50,24.59,20.47,2,31.55,31.80,15.84,15.90,10.49,28.91,6.47,18.79
140538,b,1195,16.937,47.700,167.5,53.33,90.89,153.7,92.57,90.91,252.3,96.08,82.32,1025.8,21.58,24.91,20.49,2,31.56,31.80,15.84,15.90,10.46,28.91,6.48,18.79
140539,b,1197,17.058,47.700,169.1,53.21,90.77,153.3,92.77,90.91,252.4,96.16,82.06,1014.6,21.46,24.93,20.51,2,31.56,31.80,15.83,15.90,10.50,28.91,6.56,18.79
140540,b,1197,17.285,47.700,169.3,53.01,90.77,153.0,92.89,90.87,251.6,96.10,81.96,1003.3,21.56,24.74,20.49,2,31.52,31.80,15.85,15.90,10.69,28.91,6.60,18.79
140541,b,1196,17.250,47.700,170.1,52.84,90.74,153.7,92.96,90.88,251.6,96.09,81.91,993.5,21.45,24.74,20.46,2,31.52,31.80,15.84,15.90,10.73,28.91,6.52,18.79
140542,b,1193,17.041,47.700,170.0,52.72,90.68,152.8,93.26,90.88,253.9,96.21,81.75,984.5,21.37,24.76,20.44,2,31.55,31.80,15.84,15.90,10.55,28.91,6.49,18.79
140543,b,1195,17.201,47.700,172.2,52.79,90.63,154.9,93.50,90.85,253.5,96.32,81.78,975.2,21.58,24.96,20.53,2,31.56,31.80,15.85,15.90,10.66,28.91,6.54,18.79
140544,b,1195,17.215,47.700,173.6,52.51,90.63,150.7,93.72,90.93,254.0,96.06,81.66,967.0,21.50,24.84,20.49,2,31.53,31.80,15.84,15.90,10.64,28.91,6.57,18.79
140545,b,1194,17.359,47.700,173.5,52.40,90.80,154.7,93.95,90.86,250.0,96.07,81.49,959.9,21.51,24.84,20.48,2,31.52,31.80,15.85,15.90,10.84,28.91,6.52,18.79
140546,b,1196,17.175,47.700,174.2,52.40,90.76,158.2,94.27,90.76,251.5,96.17,81.59,950.8,21.55,24.79,20.52,2,31.55,31.80,15.85,15.90,10.63,28.91,6.55,18.79
140547,b,1191,17.267,47.700,174.4,52.19,90.76,154.6,94.45,90.80,254.6,96.05,81.41,943.5,21.75,24.79,20.52,2,31.60,31.80,15.85,15.90,10.73,28.91,6.53,18.79
140548,b,1195,17.417,47.700,174.4,52.06,90.77,153.6,94.72,90.77,253.5,95.94,81.72,937.1,21.66,24.62,20.55,2,31.62,31.80,15.85,15.90,10.85,28.91,6.57,18.79
140549,b,1192,17.324,47.700,174.0,51.92,90.77,154.2,94.92,90.75,253.0,95.98,81.52,931.0,21.52,24.76,20.51,2,31.64,31.80,15.85,15.90,10.78,28.91,6.55,18.79
140550,b,1194,17.533,47.700,173.8,51.88,90.97,152.9,95.00,90.77,253.0,96.18,81.52,924.9,21.70,24.88,20.55,2,31.61,31.80,15.85,15.90,10.84,28.91,6.70,18.79
140551,b,1197,17.583,47.700,173.6,51.79,91.06,151.6,94.95,90.70,254.3,95.97,81.55,918.5,21.69,24.74,20.52,2,31.61,31.80,15.84,15.90,10.88,28.91,6.70,18.79
140552,b,1200,17.697,47.700,173.9,51.64,91.11,154.9,95.00,90.73,253.0,95.92,81.50,912.7,21.60,24.74,20.49,2,31.61,31.80,15.84,15.90,10.99,28.91,6.70,18.79
140553,b,1196,17.689,47.700,174.8,51.56,91.13,152.6,94.92,90.79,253.9,96.00,81.32,907.0,21.64,24.93,20.47,2,31.60,31.80,15.84,15.90,10.98,28.91,6.71,18.79
140554,b,1199,17.706,47.700,174.7,51.49,91.24,153.0,94.85,90.78,254.3,96.05,81.51,902.5,21.77,24.76,20.48,2,31.60,31.80,15.84,15.90,10.95,28.91,6.76,18.79
140555,b,1200,17.619,47.700,173.9,51.49,91.24,156.2,94.91,90.92,254.3,95.97,81.43,901.0,21.79,24.69,20.52,2,31.55,31.80,15.83,15.90,10.88,28.91,6.73,18.79
140556,b,1197,17.374,47.700,173.3,51.43,91.36,155.2,94.73,90.92,252.3,96.19,81.45,903.0,21.75,24.79,20.50,2,31.54,31.80,15.84,15.90,10.74,28.91,6.63,18.79
140557,b,1197,17.450,47.700,173.6,51.26,91.45,154.0,94.52,91.03,251.1,96.16,81.30,907.6,21.78,24.86,20.49,2,31.54,31.80,15.85,15.90,10.78,28.91,6.67,18.79
140558,b,1197,17.580,47.700,175.9,51.23,91.56,154.9,94.31,91.14,251.6,96.11,81.35,915.7,21.75,24.74,20.54,2,31.53,31.80,15.84,15.90,10.86,28.91,6.72,18.79
140559,b,1201,17.493,47.700,173.7,51.15,91.72,151.6,93.91,91.08,251.7,96.05,81.41,928.8,21.83,24.81,20.52,2,31.53,31.80,15.84,15.90,10.80,28.91,6.69,18.79
140600,b,1201,17.517,47.600,174.4,51.16,91.75,150.7,93.71,91.03,254.7,95.98,81.26,942.4,21.68,24.84,20.43,2,31.50,31.73,15.85,15.87,10.79,28.85,6.73,18.75
140601,b,1200,17.392,47.500,175.9,51.02,91.79,156.9,93.46,91.17,255.6,96.00,81.30,956.8,21.82,25.01,20.51,2,31.51,31.67,15.79,15.83,10.75,28.79,6.64,18.71
140602,b,1200,17.394,47.400,176.2,51.08,91.87,153.1,93.39,91.21,254.2,96.10,81.32,970.6,21.80,24.91,20.47,2,31.43,31.60,15.76,15.80,10.79,28.73,6.60,18.67
140603,b,1200,17.356,47.400,176.1,50.98,91.93,151.6,93.20,91.31,252.9,96.04,81.42,984.5,21.94,24.81,20.51,2,31.32,31.60,15.73,15.80,10.76,28.73,6.59,18.67
140605,b,1198,17.398,47.400,175.8,51.04,92.09,156.3,93.14,91.37,255.4,96.10,81.42,998.5,22.02,25.01,20.53,2,31.34,31.60,15.74,15.80,10.76,28.73,6.64,18.67
140606,b,1198,17.390,47.400,173.7,50.95,92.02,152.3,92.84,91.22,253.7,95.93,81.47,1012.7,21.77,24.64,20.48,2,31.30,31.60,15.74,15.80,10.75,28.73,6.64,18.67
140607,b,1200,17.604,47.700,173.0,50.82,92.05,153.6,92.75,91.23,253.0,95.98,81.34,1024.1,21.84,25.03,20.51,2,31.30,31.80,15.75,15.90,10.91,28.91,6.69,18.79
140608,b,1202,17.679,47.700,174.1,50.88,92.03,149.9,92.61,91.33,256.1,96.06,81.40,1032.4,21.80,24.79,20.53,2,31.37,31.80,15.86,15.90,10.98,28.91,6.70,18.79
140609,b,1201,17.411,47.700,173.4,50.88,91.91,157.9,92.53,91.33,255.4,95.78,81.48,1033.9,21.88,25.10,20.51,2,31.44,31.80,15.85,15.90,10.75,28.91,6.66,18.79
140610,b,1203,17.542,47.700,173.2,50.78,92.01,151.4,92.33,91.23,254.6,95.78,81.48,1031.9,21.90,24.88,20.51,2,31.49,31.80,15.84,15.90,10.80,28.91,6.74,18.79
140611,b,1202,17.614,47.700,174.0,50.81,91.88,150.8,92.44,91.28,254.7,95.95,81.45,1026.0,21.93,25.08,20.50,2,31.51,31.80,15.85,15.90,10.89,28.91,6.73,18.79
140612,b,1203,17.482,47.700,175.7,50.77,91.68,153.5,92.46,91.38,254.4,95.91,81.47,1017.2,21.91,25.03,20.54,2,31.53,31.80,15.84,15.90,10.89,28.91,6.59,18.79
140613,b,1204,17.345,47.700,176.4,50.81,91.58,155.5,92.44,91.24,255.5,95.77,81.45,1006.8,21.91,24.98,20.48,2,31.55,31.80,15.84,15.90,10.75,28.91,6.59,18.79
140614,b,1202,17.449,47.700,173.7,50.72,91.87,156.1,92.82,91.29,253.1,95.74,81.56,994.4,22.04,24.84,20.55,2,31.54,31.80,15.84,15.90,10.78,28.91,6.67,18.79
140615,b,1203,17.503,47.700,173.4,50.82,91.75,152.3,92.79,91.21,252.2,95.48,81.40,986.0,21.96,24.79,20.49,2,31.54,31.80,15.85,15.90,10.81,28.91,6.70,18.79
140616,b,1202,17.458,47.700,174.1,50.65,91.60,152.0,93.00,91.08,255.3,95.41,81.45,978.0,21.95,24.88,20.48,2,31.54,31.80,15.85,15.90,10.78,28.91,6.68,18.79
140617,b,1202,17.536,47.700,176.0,50.77,91.64,154.6,93.08,91.10,256.9,95.39,81.49,970.1,21.99,24.84,20.50,2,31.54,31.80,15.85,15.90,10.92,28.91,6.61,18.79
140618,b,1201,17.459,47.700,176.5,50.63,91.56,152.2,93.39,91.06,253.7,95.55,81.61,962.9,21.96,24.84,20.48,2,31.53,31.80,15.84,15.90,10.79,28.91,6.67,18.79
140619,b,1200,17.410,47.700,176.2,50.78,91.43,156.1,93.62,90.95,253.8,95.54,81.48,955.7,21.97,24.96,20.47,2,31.57,31.80,15.85,15.90,10.75,28.91,6.66,18.79
140620,b,1203,17.620,47.700,176.0,50.79,91.56,153.2,93.97,91.28,253.0,95.61,81.59,948.7,22.12,24.86,20.52,2,31.52,31.80,15.84,15.90,10.97,28.91,6.65,18.79
140621,b,1203,17.616,47.700,176.5,50.66,91.57,154.8,94.16,90.99,254.6,95.56,81.54,939.6,22.11,24.69,20.51,2,31.53,31.80,15.84,15.90,10.96,28.91,6.65,18.79
140622,b,1200,17.624,47.700,176.4,50.79,91.60,153.8,94.37,90.98,255.5,95.37,81.49,933.5,21.91,25.05,20.46,2,31.56,31.80,15.84,15.90,11.02,28.91,6.61,18.79
140623,b,1203,17.544,47.700,175.9,50.81,91.68,152.5,94.69,90.98,256.9,95.53,81.66,927.4,22.07,24.93,20.58,2,31.55,31.80,15.84,15.90,10.91,28.91,6.63,18.79
140624,b,1206,17.571,47.700,175.8,50.66,91.55,152.6,94.76,90.95,253.3,95.30,81.42,921.0,22.01,24.81,20.49,2,31.55,31.80,15.84,15.90,10.97,28.91,6.60,18.79
140625,b,1202,17.754,47.700,175.5,50.65,91.80,154.0,94.87,90.88,254.1,95.31,81.55,916.0,22.04,24.84,20.52,2,31.54,31.80,15.85,15.90,11.03,28.91,6.73,18.79
140626,b,1205,17.485,47.700,175.9,50.81,91.76,153.1,95.07,90.90,255.1,95.37,81.43,911.0,22.08,25.08,20.52,2,31.54,31.80,15.84,15.90,10.81,28.91,6.67,18.79
140627,b,1202,17.725,47.700,175.5,50.70,91.81,153.1,95.04,91.09,256.3,95.24,81.60,906.4,22.11,24.93,20.55,2,31.55,31.80,15.85,15.90,11.01,28.91,6.72,18.79
140629,b,1203,17.436,47.700,176.3,50.73,92.00,151.7,94.99,91.14,255.8,95.49,81.68,901.5,22.22,24.84,20.58,2,31.53,31.80,15.84,15.90,10.78,28.91,6.66,18.79
140630,b,1204,17.459,47.700,176.1,50.71,92.12,155.2,94.73,90.94,257.4,95.21,81.61,900.4,22.06,24.93,20.46,2,31.55,31.80,15.84,15.90,10.76,28.91,6.70,18.79
140631,b,1206,17.565,47.700,175.8,50.79,92.16,155.2,94.73,91.16,255.3,95.29,81.47,903.1,22.10,24.88,20.52,2,31.55,31.80,15.85,15.90,10.96,28.91,6.60,18.79
140632,b,1203,17.625,47.700,175.4,50.71,92.18,155.5,94.61,91.22,254.0,95.29,81.61,907.7,22.14,24.91,20.56,2,31.54,31.80,15.84,15.90,11.03,28.91,6.60,18.79
140633,b,1202,17.651,47.700,175.2,50.70,92.33,154.4,94.34,91.11,255.9,95.28,81.62,916.4,22.05,24.96,20.51,2,31.53,31.80,15.84,15.90,10.91,28.91,6.74,18.79
140634,b,1205,17.647,47.700,175.0,50.76,92.41,154.5,94.28,91.21,255.5,95.30,81.52,926.7,22.11,24.96,20.53,2,31.53,31.80,15.85,15.90,10.98,28.91,6.67,18.79
140635,b,1207,17.566,47.700,175.6,50.80,92.45,153.5,93.98,91.25,254.9,95.30,81.44,944.5,22.19,24.86,20.53,2,31.55,31.80,15.84,15.90,10.95,28.91,6.62,18.79
140636,b,1205,17.712,47.700,175.6,50.65,92.52,153.8,93.65,91.40,256.3,95.17,81.61,958.9,22.16,24.96,20.52,2,31.52,31.80,15.84,15.90,11.01,28.91,6.71,18.79
140637,b,1202,17.681,47.700,175.3,50.58,92.63,155.8,93.43,91.31,255.0,95.02,81.56,973.3,22.11,24.96,20.47,2,31.54,31.80,15.84,15.90,10.91,28.91,6.77,18.79
140638,b,1200,17.518,47.700,175.4,50.66,92.67,151.9,93.35,91.23,254.9,95.22,81.50,986.8,22.15,25.10,20.47,2,31.55,31.80,15.85,15.90,10.86,28.91,6.65,18.79
140639,b,1199,17.598,47.700,175.1,50.72,92.61,151.8,93.20,91.53,253.6,95.18,81.62,1000.0,22.17,25.05,20.53,2,31.53,31.80,15.84,15.90,10.96,28.91,6.64,18.79
140640,b,1205,17.753,47.700,174.8,50.71,92.85,155.0,92.89,91.44,255.6,95.13,81.47,1014.4,22.12,24.96,20.52,2,31.56,31.80,15.83,15.90,11.04,28.91,6.72,18.79
140641,b,1203,17.561,47.700,174.6,50.73,92.66,152.1,92.82,91.44,256.0,95.03,81.51,1026.0,22.18,25.08,20.48,2,31.52,31.80,15.84,15.90,10.81,28.91,6.76,18.79
140642,b,1205,17.776,47.700,175.4,50.69,92.74,149.5,92.66,91.42,256.4,95.15,81.53,1033.8,22.10,24.98,20.50,2,31.55,31.80,15.84,15.90,11.01,28.91,6.76,18.79
140643,b,1205,17.685,47.700,174.9,50.63,92.81,155.0,92.54,91.56,256.0,95.01,81.71,1034.7,22.30,24.91,20.54,2,31.54,31.80,15.85,15.90,10.91,28.91,6.78,18.79
140644,b,1207,17.721,47.700,174.8,50.58,92.73,156.1,92.33,91.43,255.0,95.00,81.48,1033.6,22.23,25.01,20.51,2,31.53,31.80,15.84,15.90,10.95,28.91,6.77,18.79
140645,b,1206,17.468,47.700,174.4,50.60,92.59,155.5,92.39,91.47,252.9,94.88,81.60,1027.8,22.31,24.98,20.49,2,31.56,31.80,15.85,15.90,10.78,28.91,6.69,18.79
140646,b,1205,17.521,47.700,173.7,50.67,92.61,152.9,92.43,91.52,255.9,95.05,81.67,1018.2,22.38,24.86,20.56,2,31.55,31.80,15.84,15.90,10.79,28.91,6.73,18.79
140647,b,1204,17.580,47.700,173.9,50.72,92.57,151.1,92.39,91.47,254.8,94.86,81.68,1008.3,22.25,24.96,20.51,2,31.51,31.80,15.85,15.90,10.82,28.91,6.76,18.79
140648,b,1203,17.502,47.700,174.8,50.81,92.59,153.0,92.63,91.40,257.3,94.71,81.69,995.8,22.32,24.96,20.54,2,31.55,31.80,15.84,15.90,10.80,28.91,6.70,18.79
140649,b,1204,17.568,47.700,175.0,50.82,92.41,154.8,92.79,91.43,256.5,94.80,81.60,987.4,22.37,25.05,20.51,2,31.57,31.80,15.84,15.90,10.84,28.91,6.73,18.79
140650,b,1200,17.646,47.700,174.3,50.77,92.44,154.0,92.81,91.46,254.9,94.71,81.67,979.2,22.46,24.93,20.54,2,31.52,31.80,15.85,15.90,10.91,28.91,6.74,18.79
140651,b,1199,17.447,47.700,174.2,50.75,92.52,155.0,93.00,91.50,255.9,94.49,81.59,971.9,22.32,25.05,20.50,2,31.54,31.80,15.84,15.90,10.81,28.91,6.63,18.79
140652,b,1201,17.532,47.700,176.0,50.95,92.34,156.4,93.27,91.24,256.0,94.77,81.63,965.4,22.36,25.15,20.54,2,31.55,31.80,15.84,15.90,10.90,28.91,6.63,18.79
140653,b,1201,17.548,47.700,176.9,50.81,92.34,154.1,93.59,91.24,256.9,94.75,81.69,958.7,22.36,25.05,20.54,2,31.57,31.80,15.83,15.90,10.84,28.91,6.71,18.79
140654,b,1197,17.622,47.700,176.8,50.81,92.32,152.2,93.69,91.24,257.2,94.81,81.75,952.9,22.42,24.98,20.54,2,31.53,31.80,15.84,15.90,11.04,28.91,6.58,18.79
140656,b,1162,11.320,47.700,109.3,49.92,92.22,156.4,93.91,91.14,257.2,94.77,81.67,945.4,22.46,24.71,20.50,2,31.54,31.80,15.84,15.90,7.06,28.91,4.26,18.79
140657,b,1028,10.639,47.700,101.7,48.81,92.25,153.3,94.10,91.23,256.2,94.70,81.54,940.2,22.39,24.88,20.49,2,31.55,31.80,15.84,15.90,6.64,28.91,4.00,18.79
140658,b,835,10.633,47.700,101.8,48.26,92.23,153.4,94.48,91.23,257.3,94.58,81.64,934.6,22.45,24.74,20.53,2,31.53,31.80,15.85,15.90,6.63,28.91,4.00,18.79
140659,b,658,10.710,47.700,102.4,48.09,92.38,156.8,94.61,91.10,254.9,94.45,81.63,929.4,22.44,24.81,20.52,2,31.53,31.80,15.84,15.90,6.68,28.91,4.03,18.79
140700,b,521,10.607,47.700,101.5,47.98,92.35,154.5,94.80,91.21,256.4,94.56,81.68,924.7,22.43,24.84,20.53,2,31.55,31.80,15.84,15.90,6.63,28.91,3.98,18.79
140701,b,408,10.574,47.700,101.5,47.90,92.31,152.8,94.94,91.21,256.4,94.60,81.66,919.8,22.35,24.98,20.51,2,31.55,31.80,15.84,15.90,6.60,28.91,3.98,18.79
140702,b,273,10.772,47.700,102.9,48.00,92.41,155.5,95.00,91.17,258.5,94.60,81.60,913.7,22.65,24.86,20.53,2,31.55,31.80,15.85,15.90,6.73,28.91,4.05,18.79
140703,b,204,10.721,47.700,102.5,48.35,92.50,155.0,94.89,91.22,254.3,94.53,81.71,909.7,22.46,24.84,20.50,2,31.53,31.80,15.84,15.90,6.69,28.91,4.03,18.79
140704,b,157,10.694,47.700,102.6,48.48,92.55,153.7,94.88,91.21,253.1,94.58,81.62,906.7,22.43,24.96,20.51,2,31.55,31.80,15.84,15.90,6.67,28.91,4.02,18.79
140705,b,117,10.620,47.700,101.5,48.54,92.55,154.2,94.86,91.37,260.9,94.68,81.68,903.7,22.51,24.84,20.53,2,31.55,31.80,15.85,15.90,6.63,28.91,3.99,18.79

144117,c,240,10.517,47.700,101.3,55.57,90.66,156.0,95.29,91.48,250.0,98.60,89.86,899.2,21.55,24.74,20.50,2,31.53,31.80,15.83,15.90,6.58,28.91,3.94,18.79
144118,c,445,10.413,47.700,101.3,55.54,90.81,154.7,95.32,91.27,248.9,98.53,89.95,907.9,21.44,24.86,20.47,2,31.56,31.80,15.84,15.90,6.49,28.91,3.92,18.79
144119,c,656,10.382,47.700,101.3,55.61,90.78,156.7,95.61,91.30,249.5,98.62,89.76,917.1,21.55,24.98,20.54,2,31.53,31.80,15.84,15.90,6.48,28.91,3.90,18.79
144120,c,845,10.405,47.700,101.3,55.67,90.94,153.5,95.79,91.44,248.8,98.62,89.74,925.6,21.73,25.20,20.56,2,31.55,31.80,15.85,15.90,6.48,28.91,3.92,18.79
144121,c,999,11.166,47.700,108.2,55.64,90.85,152.5,95.62,91.37,248.3,98.79,89.89,936.1,21.52,24.88,20.51,2,31.54,31.80,15.83,15.90,6.97,28.91,4.19,18.79
144122,c,1143,12.013,47.700,116.2,56.47,91.03,154.1,95.76,91.33,250.0,98.77,89.91,949.4,21.46,25.03,20.45,2,31.53,31.80,15.84,15.90,7.51,28.91,4.50,18.79
144123,c,1213,12.533,47.700,122.7,57.25,91.03,152.4,95.52,91.33,246.8,98.83,89.79,960.7,21.48,25.13,20.47,2,31.55,31.80,15.84,15.90,7.83,28.91,4.71,18.79
144124,c,1249,13.114,47.700,126.4,57.80,91.16,155.1,95.51,91.44,249.5,98.78,89.68,970.3,21.53,24.93,20.52,2,31.54,31.80,15.84,15.90,8.12,28.91,4.99,18.79
144125,c,1262,13.416,47.700,131.6,58.32,91.24,154.3,95.53,91.46,248.6,98.62,89.32,981.5,21.69,24.84,20.52,2,31.53,31.80,15.84,15.90,8.32,28.91,5.10,18.79
144126,c,1262,13.969,47.700,136.7,59.04,91.41,152.1,95.20,91.45,248.1,98.41,89.21,993.1,21.60,24.79,20.51,2,31.51,31.80,15.83,15.90,8.73,28.91,5.24,18.79
144127,c,1251,14.464,47.700,141.7,59.61,91.50,152.9,95.01,91.46,248.2,98.42,88.98,1002.5,21.35,24.96,20.50,2,31.56,31.80,15.84,15.90,8.98,28.91,5.49,18.79
144129,c,1239,14.837,47.700,145.8,59.85,91.46,152.1,94.81,91.62,248.5,98.48,88.78,1014.3,21.69,24.91,20.52,2,31.53,31.80,15.84,15.90,9.25,28.91,5.58,18.79
144130,c,1218,15.285,47.700,151.0,60.44,91.59,150.4,94.52,91.65,249.6,98.39,88.47,1025.1,21.58,24.91,20.49,2,31.53,31.80,15.85,15.90,9.56,28.91,5.72,18.79
144131,c,1206,15.634,47.700,153.1,60.64,91.63,153.2,94.30,91.77,248.9,98.41,88.13,1029.8,21.62,24.76,20.51,2,31.53,31.80,15.84,15.90,9.69,28.91,5.94,18.79
144132,c,1195,15.884,47.700,158.2,61.03,91.76,151.8,94.13,91.64,249.4,98.58,88.06,1029.7,21.51,24.93,20.52,2,31.55,31.80,15.85,15.90,9.90,28.91,5.98,18.79
144133,c,1187,16.205,47.700,159.8,61.21,91.78,153.7,94.01,91.76,248.5,98.72,87.72,1026.9,21.57,24.98,20.54,2,31.53,31.80,15.84,15.90,10.12,28.91,6.09,18.79
144134,c,1185,16.169,47.700,160.4,61.42,91.73,156.1,93.76,91.95,249.3,98.81,87.41,1021.2,21.54,24.96,20.53,2,31.53,31.80,15.83,15.90,10.03,28.91,6.14,18.79
144135,c,1184,16.633,47.700,165.1,61.43,91.79,152.5,93.50,91.77,250.4,98.63,87.13,1011.6,21.48,25.08,20.49,2,31.56,31.80,15.84,15.90,10.35,28.91,6.28,18.79
144136,c,1181,16.795,47.700,166.3,61.48,91.94,155.3,93.53,91.76,251.2,98.52,86.84,1001.0,21.69,24.84,20.52,2,31.55,31.80,15.84,15.90,10.46,28.91,6.34,18.79
144137,c,1186,16.772,47.700,168.4,61.46,91.89,156.3,93.34,91.85,248.5,98.65,86.55,988.4,21.60,24.98,20.53,2,31.56,31.80,15.85,15.90,10.37,28.91,6.40,18.79
144138,c,1187,17.165,47.700,168.8,61.22,91.89,152.5,93.30,91.97,247.5,98.51,86.47,978.5,21.80,25.03,20.53,2,31.56,31.80,15.84,15.90,10.62,28.91,6.54,18.79
144139,c,1185,16.955,47.700,168.8,61.34,91.87,156.3,93.14,91.95,246.9,98.51,86.35,970.1,21.56,24.96,20.53,2,31.54,31.80,15.83,15.90,10.48,28.91,6.48,18.79
144140,c,1189,17.069,47.700,169.6,61.30,91.79,152.9,93.28,91.88,247.5,98.67,86.21,962.3,21.70,24.96,20.59,2,31.54,31.80,15.84,15.90,10.54,28.91,6.53,18.79
144141,c,1192,17.044,47.700,172.9,61.05,91.68,151.5,93.13,91.78,249.5,98.30,86.04,954.2,21.67,24.79,20.52,2,31.52,31.80,15.84,15.90,10.55,28.91,6.50,18.79
144142,c,1190,17.223,47.700,173.2,61.05,91.82,154.9,93.17,91.84,249.5,98.22,85.84,947.2,21.69,25.01,20.52,2,31.52,31.80,15.83,15.90,10.61,28.91,6.61,18.79
144143,c,1193,17.234,47.700,174.6,60.72,91.79,156.1,93.10,91.75,248.3,98.31,85.77,938.5,21.60,24.93,20.51,2,31.53,31.80,15.84,15.90,10.68,28.91,6.56,18.79
144144,c,1193,17.333,47.700,174.5,60.67,91.62,152.7,93.33,91.82,249.9,98.32,85.56,933.1,21.73,25.10,20.54,2,31.55,31.80,15.85,15.90,10.70,28.91,6.64,18.79
144145,c,1192,17.392,47.700,174.9,60.62,91.82,152.6,93.72,91.86,250.1,98.65,85.73,926.9,21.80,24.91,20.61,2,31.52,31.80,15.84,15.90,10.81,28.91,6.58,18.79
144146,c,1195,17.719,47.700,174.4,60.58,91.79,152.7,93.92,91.88,249.8,98.55,85.53,920.9,21.78,24.93,20.59,2,31.52,31.80,15.84,15.90,11.01,28.91,6.71,18.79
144147,c,1199,17.704,47.700,174.6,60.32,91.61,151.7,94.12,91.73,250.1,98.45,85.43,916.5,21.66,24.96,20.57,2,31.52,31.80,15.85,15.90,10.94,28.91,6.76,18.79
144148,c,1198,17.449,47.700,173.8,60.33,91.57,153.5,94.27,91.79,247.8,98.58,85.42,911.4,21.87,25.23,20.62,2,31.56,31.80,15.84,15.90,10.80,28.91,6.65,18.79
144149,c,1195,17.627,47.700,177.2,60.05,91.64,152.6,94.55,91.72,250.7,98.50,85.36,907.3,21.81,24.88,20.58,2,31.53,31.80,15.85,15.90,10.96,28.91,6.66,18.79
144150,c,1192,17.579,47.700,176.4,59.74,91.61,152.2,94.80,91.59,248.6,98.33,85.31,905.3,21.96,24.96,20.57,2,31.56,31.80,15.84,15.90,10.93,28.91,6.65,18.79
144152,c,1193,17.617,47.700,178.0,59.71,91.64,154.8,95.01,91.56,248.9,98.30,85.22,906.8,21.77,24.98,20.54,2,31.54,31.80,15.84,15.90,10.89,28.91,6.73,18.79
144152,c,1197,17.808,47.700,177.7,59.61,91.58,155.5,95.33,91.56,247.9,98.44,85.24,912.3,21.91,24.98,20.58,2,31.54,31.80,15.84,15.90,11.08,28.91,6.73,18.79
144154,c,1190,17.945,47.700,177.4,59.42,91.59,153.3,95.42,91.69,249.9,98.21,85.29,920.5,22.02,24.93,20.57,2,31.56,31.80,15.84,15.90,11.12,28.91,6.83,18.79
144155,c,1194,17.878,47.700,176.8,59.37,91.72,151.8,95.61,91.64,249.2,98.34,85.26,931.0,21.87,24.91,20.54,2,31.55,31.80,15.84,15.90,11.04,28.91,6.83,18.79
144156,c,1194,17.762,47.700,176.1,59.33,91.73,151.0,95.79,91.81,248.2,98.34,85.14,944.8,21.91,25.01,20.60,2,31.57,31.80,15.84,15.90,10.97,28.91,6.80,18.79
144157,c,1190,17.927,47.700,176.7,59.18,91.90,156.0,95.82,91.65,250.4,98.33,85.15,964.2,21.86,25.08,20.59,2,31.53,31.80,15.84,15.90,11.07,28.91,6.86,18.79
144158,c,1193,17.752,47.700,176.1,59.04,91.99,151.0,95.85,91.67,249.2,98.18,85.28,978.9,21.95,25.03,20.62,2,31.55,31.80,15.84,15.90,10.97,28.91,6.78,18.79
144159,c,1197,17.738,47.700,176.5,59.03,92.02,153.7,95.82,91.67,250.0,98.25,85.19,992.3,21.98,25.03,20.59,2,31.55,31.80,15.84,15.90,10.96,28.91,6.78,18.79
144200,c,1197,17.674,47.700,178.8,58.96,92.28,157.2,95.63,91.70,249.8,98.44,85.16,1006.6,21.87,25.05,20.56,2,31.55,31.80,15.84,15.90,10.93,28.91,6.74,18.79
144201,c,1194,17.733,47.700,179.2,58.79,92.24,153.8,95.66,91.88,249.9,98.37,85.33,1020.5,22.04,25.05,20.68,2,31.55,31.80,15.83,15.90,11.03,28.91,6.70,18.79
