CA	Piston position	D	E	F	G	H	I	J
481.40	73.360							
481.50	73.418							
481.60	73.476							
481.70	73.533							
481.80	73.591							
481.90	73.648							
482.00	73.705							
482.10	73.763							
482.20	73.820							
482.30	73.877							
482.40	73.934							
482.50	73.990							
482.60	74.047							
482.70	74.104							
482.80	74.160							
482.90	74.217							
483.00	74.273							
483.10	74.330							
483.20	74.386							
483.30	74.442							
483.40	74.498							
483.50	74.554							
483.60	74.610							
483.70	74.665							
483.80	74.721							
483.90	74.777							
484.00	74.832							
484.10	74.888							
484.20	74.943							
484.30	74.998							
484.40	75.053							
484.50	75.108							
484.60	75.163							
484.70	75.218							
484.80	75.273							
484.90	75.327							
485.00	75.382							
485.10	75.436							
485.20	75.491							
485.30	75.545							
485.40	75.599							
485.50	75.653							
485.60	75.707							
485.70	75.761							
485.80	75.815							
485.90	75.869							
486.00	75.923							
486.10	75.976							
486.20	76.030							
486.30	76.083							
486.40	76.136							
486.50	76.189							
486.60	76.243							
486.70	76.296							
486.80	76.348							
486.90	76.401							
487.00	76.454							
487.10	76.507							
487.20	76.559							
487.30	76.612							
487.40	76.664							
487.50	76.716							
487.60	76.768							
487.70	76.820							
487.80	76.872							
487.90	76.924							
488.00	76.976							
488.10	77.028							
488.20	77.079							
488.30	77.131							
488.40	77.182							
488.50	77.234							
488.60	77.285							
488.70	77.336							
488.80	77.387							
488.90	77.438							
489.00	77.489							
489.10	77.540							
489.20	77.590							
489.30	77.641							
489.40	77.691							
489.50	77.742							
489.60	77.792							
489.70	77.842							
489.80	77.892							
489.90	77.942							
490.00	77.992							
490.10	78.042							
490.20	78.092							
490.30	78.141							
490.40	78.191							
490.50	78.240							
490.60	78.289							
490.70	78.339							
490.80	78.388							
490.90	78.437							
491.00	78.486							
491.10	78.535							
491.20	78.583							
491.30	78.632							
491.40	78.681							
491.50	78.729							
491.60	78.777							
491.70	78.826							
491.80	78.874							
491.90	78.922							
492.00	78.970							
492.10	79.018							
492.20	79.066							
492.30	79.113							
492.40	79.161							
492.50	79.208							
492.60	79.256							
492.70	79.303							
492.80	79.350							
492.90	79.397							
493.00	79.445							
493.10	79.491							
493.20	79.538							
493.30	79.585							
493.40	79.632							
493.50	79.678							
493.60	79.725							
493.70	79.771							
493.80	79.817							
493.90	79.863							
494.00	79.909							
494.10	79.955							
494.20	80.001							
494.30	80.047							
494.40	80.093							
494.50	80.138							
494.60	80.184							
494.70	80.229							
494.80	80.274							
494.90	80.320							
495.00	80.365							
495.10	80.410							
495.20	80.454							
495.30	80.499							
495.40	80.544							
495.50	80.589							
495.60	80.633							
495.70	80.677							
495.80	80.722							
495.90	80.766							
496.00	80.810							
496.10	80.854							
496.20	80.898							
496.30	80.942							
496.40	80.985							
496.50	81.029							
496.60	81.073							
496.70	81.116							
496.80	81.159							
496.90	81.203							
497.00	81.246							
497.10	81.289							
497.20	81.332							
497.30	81.374							
497.40	81.417							
497.50	81.460							
497.60	81.502							
497.70	81.545							
497.80	81.587							
497.90	81.629							
498.00	81.671							
498.10	81.714							
498.20	81.755							
498.30	81.797							
498.40	81.839							
498.50	81.881							
498.60	81.922							
498.70	81.964							
498.80	82.005							
498.90	82.046							
499.00	82.087							
499.10	82.128							
499.20	82.169							
499.30	82.210							
499.40	82.251							
499.50	82.292							
499.60	82.332							
499.70	82.373							
499.80	82.413							
499.90	82.453							
500.00	82.493							
500.10	82.533							
500.20	82.573							
500.30	82.613							
500.40	82.653							
500.50	82.693							
500.60	82.732							
500.70	82.772							
500.80	82.811							
500.90	82.850							
501.00	82.889							
501.10	82.929							
501.20	82.967							
501.30	83.006							
501.40	83.045							
501.50	83.084							
501.60	83.122							
501.70	83.161							
501.80	83.199							
501.90	83.237							
502.00	83.276							
502.10	83.314							
502.20	83.352							
502.30	83.389							
502.40	83.427							
502.50	83.465							
502.60	83.502							
502.70	83.540							
502.80	83.577							
502.90	83.614							
503.00	83.652							
503.10	83.689							
503.20	83.726							
503.30	83.762							
503.40	83.799							
503.50	83.836							
503.60	83.872							
503.70	83.909							
503.80	83.945							
503.90	83.982							
504.00	84.018							
504.10	84.054							
504.20	84.090							
504.30	84.126							
504.40	84.161							
504.50	84.197							
504.60	84.232							
504.70	84.268							
504.80	84.303							
504.90	84.339							
505.00	84.374							
505.10	84.409							
505.20	84.444							
505.30	84.479							
505.40	84.513							
505.50	84.548							
505.60	84.582							
505.70	84.617							
505.80	84.651							
505.90	84.685							
506.00	84.720							
506.10	84.754							
506.20	84.788							
506.30	84.821							
506.40	84.855							
506.50	84.889							
506.60	84.922							
506.70	84.956							
506.80	84.989							
506.90	85.022							
507.00	85.055							
507.10	85.088							
507.20	85.121							
507.30	85.154							
507.40	85.187							
507.50	85.220							
507.60	85.252							
507.70	85.285							
507.80	85.317							
507.90	85.349							
508.00	85.381							
508.10	85.413							
508.20	85.445							
508.30	85.477							
508.40	85.509							
508.50	85.540							
508.60	85.572							
508.70	85.603							
508.80	85.634							
508.90	85.666							
509.00	85.697							
509.10	85.728							
509.20	85.759							
509.30	85.789							
509.40	85.820							
509.50	85.851							
509.60	85.881							
509.70	85.912							
509.80	85.942							
509.90	85.972							
510.00	86.002							
510.10	86.032							
510.20	86.062							
510.30	86.092							
510.40	86.121							
510.50	86.151							
510.60	86.181							
510.70	86.210							
510.80	86.239							
510.90	86.268							
511.00	86.297							
511.10	86.326							
511.20	86.355							
511.30	86.384							
511.40	86.413							
511.50	86.441							
511.60	86.470							
511.70	86.498							
511.80	86.526							
511.90	86.554							
512.00	86.583							
512.10	86.610							
512.20	86.638							
512.30	86.666							
512.40	86.694							
512.50	86.721							
512.60	86.749							
512.70	86.776							
512.80	86.803							
512.90	86.830							
513.00	86.857							
513.10	86.884							
513.20	86.911							
513.30	86.938							
513.40	86.965							
513.50	86.991							
513.60	87.017							
513.70	87.044							
513.80	87.070							
513.90	87.096							
514.00	87.122							
514.10	87.148							
514.20	87.174							
514.30	87.200							
514.40	87.225							
514.50	87.251							
514.60	87.276							
514.70	87.301							
514.80	87.327							
514.90	87.352							
515.00	87.377							
515.10	87.401							
515.20	87.426							
515.30	87.451							
515.40	87.476							
515.50	87.500							
515.60	87.524							
515.70	87.549							
515.80	87.573							
515.90	87.597							
516.00	87.621							
516.10	87.645							
516.20	87.668							
516.30	87.692							
516.40	87.716							
516.50	87.739							
516.60	87.763							
516.70	87.786							
516.80	87.809							
516.90	87.832							
517.00	87.855							
517.10	87.878							
517.20	87.900							
517.30	87.923							
517.40	87.946							
517.50	87.968							
517.60	87.990							
517.70	88.013							
517.80	88.035							
517.90	88.057							
518.00	88.079							
518.10	88.101							
518.20	88.122							
518.30	88.144							
518.40	88.165							
518.50	88.187							
518.60	88.208							
518.70	88.229							
518.80	88.250							
518.90	88.271							
519.00	88.292							
519.10	88.313							
519.20	88.334							
519.30	88.354							
519.40	88.375							
519.50	88.395							
519.60	88.416							
519.70	88.436							
519.80	88.456							
519.90	88.476							
520.00	88.496							
520.10	88.515							
520.20	88.535							
520.30	88.555							
520.40	88.574							
520.50	88.593							
520.60	88.613							
520.70	88.632							
520.80	88.651							
520.90	88.670							
521.00	88.689							
521.10	88.707							
521.20	88.726							
521.30	88.745							
521.40	88.763							
521.50	88.781							
521.60	88.800							
521.70	88.818							
521.80	88.836							
521.90	88.854							
522.00	88.872							
522.10	88.889							
522.20	88.907							
522.30	88.924							
522.40	88.942							
522.50	88.959							
522.60	88.976							
522.70	88.993							
522.80	89.010							
522.90	89.027							
523.00	89.044							
523.10	89.061							
523.20	89.077							
523.30	89.094							
523.40	89.110							
523.50	89.127							
523.60	89.143							
523.70	89.159							
523.80	89.175							
523.90	89.191							
524.00	89.206							
524.10	89.222							
524.20	89.238							
524.30	89.253							
524.40	89.268							
524.50	89.284							
524.60	89.299							
524.70	89.314							
524.80	89.329							
524.90	89.344							
525.00	89.358							
525.10	89.373							
525.20	89.388							
525.30	89.402							
525.40	89.416							
525.50	89.431							
525.60	89.445							
525.70	89.459							
525.80	89.473							
525.90	89.486							
526.00	89.500							
526.10	89.514							
526.20	89.527							
526.30	89.541							
526.40	89.554							
526.50	89.567							
526.60	89.580							
526.70	89.593							
526.80	89.606							
526.90	89.619							
527.00	89.632							
527.10	89.644							
527.20	89.657							
527.30	89.669							
527.40	89.681							
527.50	89.694							
527.60	89.706							
527.70	89.718							
527.80	89.730							
527.90	89.741							
528.00	89.753							
528.10	89.765							
528.20	89.776							
528.30	89.787							
528.40	89.799							
528.50	89.810							
528.60	89.821							
528.70	89.832							
528.80	89.843							
528.90	89.853							
529.00	89.864							
529.10	89.874							
529.20	89.885							
529.30	89.895							
529.40	89.905							
529.50	89.916							
529.60	89.926							
529.70	89.936							
529.80	89.945							
529.90	89.955							
530.00	89.965							
530.10	89.974							
530.20	89.984							
530.30	89.993							
530.40	90.002							
530.50	90.011							
530.60	90.020							
530.70	90.029							
530.80	90.038							
530.90	90.047							
531.00	90.055							
531.10	90.064							
531.20	90.072							
531.30	90.080							
531.40	90.088							
531.50	90.096							
531.60	90.104							
531.70	90.112							
531.80	90.120							
531.90	90.128							
532.00	90.135							
532.10	90.143							
532.20	90.150							
532.30	90.157							
532.40	90.164							
532.50	90.171							
532.60	90.178							
532.70	90.185							
532.80	90.192							
532.90	90.199							
533.00	90.205							
533.10	90.212							
533.20	90.218							
533.30	90.224							
533.40	90.230							
533.50	90.236							
533.60	90.242							
533.70	90.248							
533.80	90.254							
533.90	90.259							
534.00	90.265							
534.10	90.270							
534.20	90.275							
534.30	90.281							
534.40	90.286							
534.50	90.291							
534.60	90.296							
534.70	90.300							
534.80	90.305							
534.90	90.310							
535.00	90.314							
535.10	90.319							
535.20	90.323							
535.30	90.327							
535.40	90.331							
535.50	90.335							
535.60	90.339							
535.70	90.343							
535.80	90.346							
535.90	90.350							
536.00	90.353							
536.10	90.357							
536.20	90.360							
536.30	90.363							
536.40	90.366							
536.50	90.369							
536.60	90.372							
536.70	90.375							
536.80	90.377							
536.90	90.380							
537.00	90.382							
537.10	90.384							
537.20	90.387							
537.30	90.389							
537.40	90.391							
537.50	90.393							
537.60	90.395							
537.70	90.396							
537.80	90.398							
537.90	90.399							
538.00	90.401							
538.10	90.402							
538.20	90.403							
538.30	90.404							
538.40	90.405							
538.50	90.406							
538.60	90.407							
538.70	90.408							
538.80	90.408							
538.90	90.409							
539.00	90.409							
539.10	90.409							
539.20	90.409							
539.30	90.410							
539.40	90.410							
539.50	90.409							
539.60	90.409							
539.70	90.409							
539.80	90.408							
539.90	90.408							
